block_size_x,block_size_y,nvml_pwr_limit,sm__warps_active.avg.pct_of_peak_sustained_active,sm__warps_active.max.pct_of_peak_sustained_active,sm__cycles_active.avg.pct_of_peak_sustained_active,temperature,time,times,pwr_temperature,nvml_power,nvml_energy,compile_time,verification_time,benchmark_time,Joules/token,FLOPS/Watt,SM_Active_Avg,Temperature,SM_Eff,strategy_time,framework_time,timestamp,run_label,batch_size,seq_len,nhead,dim_per_head
256,1,165,16.6207993683086,,100.0,64.0,0.0255967997014522,"[0.018239999189972878, 0.030368000268936157, 0.028863999992609024, 0.026847999542951584, 0.025696000084280968, 0.02534399926662445, 0.02502400055527687, 0.025567999109625816, 0.025119999423623085, 0.02489599958062172]",64.0,104.3,0.0026697462088614,726.1606131214648,0,674.8928141314536,5.214348064182559e-06,1571049707.3010874,16.6207993683086,64.0,,4.290350014343858,42.839808855205774,2025-03-27T10:51:58.965470,rq2_bayes_opt,4,128,16,256
2,512,135,66.02763096017492,,100.0,63.0,0.0305344000458717,"[0.02287999913096428, 0.03625600039958954, 0.03302399814128876, 0.03190400078892708, 0.03129599988460541, 0.0307839997112751, 0.030432000756263733, 0.029952000826597214, 0.02940800040960312, 0.02940800040960312]",66.0,136.436,0.0041659914046585,696.6112051159143,0,741.7965801432729,8.136701962223742e-06,1006796124.2814336,66.02763096017492,63.0,,0.3739029634743929,48.30741579644382,2025-03-27T10:51:58.965470,rq2_bayes_opt,4,128,16,256
1,512,135,33.04177623467063,,100.0,64.0,0.0209343999624252,"[0.013248000293970108, 0.026335999369621277, 0.022175999358296394, 0.02223999984562397, 0.021568000316619873, 0.021568000316619873, 0.02099199965596199, 0.02067199908196926, 0.020160000771284103, 0.02038400061428547]",67.0,138.748,0.0029046061259865,697.7264799643308,0,627.2477188613266,5.673058839817531e-06,1444018162.2130835,33.04177623467063,64.0,,0.2368611749261617,0.4740750882774591,2025-03-27T10:51:58.965470,rq2_bayes_opt,4,128,16,256
64,1,215,4.1664283262784565,,100.0,64.0,0.0193663998506963,"[0.012160000391304493, 0.024224000051617622, 0.02067199908196926, 0.02143999934196472, 0.01926399953663349, 0.019487999379634857, 0.019680000841617584, 0.018848000094294548, 0.018848000094294548, 0.019039999693632126]",64.0,103.058,0.001995862435813,731.5404459368438,0,564.1268468461931,3.898168819947387e-06,2101499544.6273584,4.1664283262784565,64.0,,11.351099936291575,45.747398398816586,2025-03-27T10:51:58.965470,rq2_bayes_opt,4,128,16,256
64,1,200,4.166429312876601,,100.0,64.0,0.0195648000575602,"[0.012160000391304493, 0.024191999807953835, 0.02131200022995472, 0.020576000213623047, 0.019551999866962433, 0.019872000440955162, 0.01974399946630001, 0.019648000597953796, 0.01913600042462349, 0.01945599913597107]",64.0,103.921,0.0020331935867817,711.7753361817449,0,555.0389620475471,3.971081224183036e-06,2062914238.5989163,4.166429312876601,64.0,,0.388291897252202,51.3204897288233,2025-03-27T10:51:58.965470,rq2_bayes_opt,4,128,16,256
16,8,115,8.331043739144166,,100.0,64.0,0.0200256000272929,"[0.012575999833643436, 0.026528000831604004, 0.021695999428629875, 0.019551999866962433, 0.020479999482631683, 0.02054399996995926, 0.02022399939596653, 0.01958400011062622, 0.01913600042462349, 0.019936000928282738]",64.0,106.05,0.0021237148828944,700.6022469140589,0,561.6687869187444,4.147880630653162e-06,1974984511.2370107,8.331043739144166,64.0,,0.2303621731698513,45.07709410972893,2025-03-27T10:51:58.965470,rq2_bayes_opt,4,128,16,256
4,128,100,33.075503080069595,,100.0,63.0,0.0228192000649869,"[0.01548799965530634, 0.027264000847935677, 0.025407999753952026, 0.024480000138282776, 0.023104000836610794, 0.02271999977529049, 0.02252800017595291, 0.022112000733613968, 0.022431999444961548, 0.022655999287962914]",64.0,102.222,0.002332624269043,718.9471840392798,0,641.7162839788944,4.555906775474795e-06,1798105273.8170369,33.075503080069595,63.0,,4.309650044888258,46.34100291877985,2025-03-27T10:51:58.965470,rq2_bayes_opt,4,128,16,256
32,1,250,2.083333333333333,,100.0,63.0,0.0181920001283288,"[0.010751999914646149, 0.022911999374628067, 0.02022399939596653, 0.019071999937295914, 0.018783999606966972, 0.01942400075495243, 0.017472000792622566, 0.017920000478625298, 0.016992000862956047, 0.01836800016462803]",64.0,103.835,0.001888966333325,691.8098228052258,0,522.0918979030102,3.689387369775431e-06,2220422845.026067,2.083333333333333,63.0,,0.3827421460300684,42.09730611182749,2025-03-27T10:51:58.965470,rq2_bayes_opt,4,128,16,256
256,4,250,66.4259595380631,,100.0,63.0,0.0688576001673936,"[0.060127999633550644, 0.0732479989528656, 0.07023999840021133, 0.06937599927186966, 0.0679360032081604, 0.06870400160551071, 0.07625599950551987, 0.06761600077152252, 0.06723199784755707, 0.06784000247716904]",64.0,102.764,0.007076082423602,706.7230460233986,0,872.3131390288472,1.3820473483597742e-05,592743802.1369048,66.4259595380631,63.0,,0.2241821493953466,0.4630216863006353,2025-03-27T10:51:58.965470,rq2_bayes_opt,4,128,16,256
256,4,100,66.42984117701897,,100.0,63.0,0.0691007990390062,"[0.061216000467538834, 0.07411199808120728, 0.0716480016708374, 0.07023999840021133, 0.06940799951553345, 0.06915199756622314, 0.06851200014352798, 0.0689919963479042, 0.06918399780988693, 0.06854400038719177]",64.0,102.462,0.0070802060711346,722.3089621402323,0,873.9176879171282,1.3828527482684878e-05,592398576.8012866,66.42984117701897,63.0,,4.856582963839173,46.70676705427468,2025-03-27T10:51:58.965470,rq2_bayes_opt,4,128,16,256
128,4,100,33.28841723258719,,100.0,63.0,0.0647552005946636,"[0.05692800134420395, 0.06985600292682648, 0.06761600077152252, 0.06560000032186508, 0.06489600241184235, 0.06499200314283371, 0.06492800265550613, 0.06419199705123901, 0.06412799656391144, 0.06441599875688553]",64.0,99.757,0.0064597845457218,697.9870710056275,0,878.6951890215278,1.2616766690863007e-05,649294720.328989,33.28841723258719,63.0,,0.3941219765692949,0.4526239354163408,2025-03-27T10:51:58.965470,rq2_bayes_opt,4,128,16,256
8,32,100,16.655802758261775,,100.0,59.0,0.0213440000079572,"[0.013279999606311321, 0.02566399984061718, 0.022431999444961548, 0.02284800074994564, 0.022207999601960182, 0.022431999444961548, 0.021568000316619873, 0.02035200037062168, 0.021023999899625778, 0.02163200080394745]",60.0,102.249,0.0021824026568136,0.0,0,0.0,4.262505189089097e-06,1921874493.189917,16.655802758261775,59.0,,0.2274110447615385,0.3051429521292448,2025-03-27T10:51:58.965470,rq2_bayes_opt,4,128,16,256
1024,1,100,60.17890565101701,,100.0,63.0,0.0260640000924468,"[0.018912000581622124, 0.03033600002527237, 0.029120000079274178, 0.02751999907195568, 0.026399999856948853, 0.02643200010061264, 0.025919999927282333, 0.025248000398278236, 0.02502400055527687, 0.025728000327944756]",64.0,102.173,0.0026630370814455,711.573074804619,0,678.3657728228718,5.201244299698374e-06,1575007734.2983224,60.17890565101701,63.0,,19.66706709936261,0.2789013087749481,2025-03-27T10:51:58.965470,rq2_bayes_opt,4,128,16,256
32,4,135,8.331973715301611,,100.0,63.0,0.0264640003442764,"[0.018912000581622124, 0.031328000128269196, 0.02908799983561039, 0.027583999559283257, 0.026784000918269157, 0.027168000116944313, 0.026208000257611275, 0.02579200081527233, 0.025728000327944756, 0.026048000901937485]",64.0,103.231,0.00273190521954,695.494081126526,0,673.3240559697151,5.335752381914063e-06,1535303629.8624735,8.331973715301611,63.0,,0.384931918233633,49.01284188963473,2025-03-27T10:51:58.965470,rq2_bayes_opt,4,128,16,256
512,2,150,62.96326000139837,,100.0,63.0,0.0395936001092195,"[0.03219199925661087, 0.04483199864625931, 0.04188799858093262, 0.04047999903559685, 0.039712000638246536, 0.0398080013692379, 0.03936000168323517, 0.03923200070858002, 0.03923200070858002, 0.03920000046491623]",64.0,103.009,0.0040784971536505,723.4010340180248,0,790.5993110034615,7.965814753223822e-06,1028394489.92768,62.96326000139837,63.0,,2.537958091124892,48.253925051540136,2025-03-27T10:51:58.965470,rq2_bayes_opt,4,128,16,256
8,64,165,33.17103590106936,,100.0,63.0,0.02903360016644,"[0.02115200087428093, 0.03347200155258179, 0.031936001032590866, 0.030271999537944794, 0.028736000880599022, 0.02953599952161312, 0.028896000236272812, 0.028575999662280083, 0.028991999104619026, 0.02876799926161766]",64.0,112.45,0.0032648283387161,694.4078300148249,0,691.3207289762795,6.3766178490550376e-06,1284693577.993542,33.17103590106936,63.0,,0.3862930461764335,41.60360898822546,2025-03-27T10:51:58.965470,rq2_bayes_opt,4,128,16,256
512,1,185,31.132648744279063,,100.0,63.0,0.0258208001032471,"[0.01836800016462803, 0.03033600002527237, 0.028063999488949776, 0.026784000918269157, 0.02630399912595749, 0.026016000658273697, 0.026016000658273697, 0.02566399984061718, 0.02537599951028824, 0.025280000641942024]",64.0,103.871,0.0026820323275243,719.1863919142634,0,666.9791270978749,5.2383443896960666e-06,1563852887.5867414,31.132648744279063,63.0,,6.190452957525849,41.239296086132526,2025-03-27T10:51:58.965470,rq2_bayes_opt,4,128,16,256
256,2,165,33.24115527067303,,100.0,63.0,0.0396992001682519,"[0.031936001032590866, 0.04575999826192856, 0.041919998824596405, 0.04073600098490715, 0.04016000032424927, 0.03961599990725517, 0.0390079990029335, 0.03888000175356865, 0.0387520007789135, 0.04022400081157684]",64.0,103.507,0.0041091451118152,689.6599649917334,0,782.0289158262312,8.025674046514178e-06,1020724234.8146524,33.24115527067303,63.0,,0.4052631556987762,43.3451000135392,2025-03-27T10:51:58.965470,rq2_bayes_opt,4,128,16,256
1024,1,135,60.19930035660703,,100.0,63.0,0.0259167997166514,"[0.018624000251293182, 0.030527999624609947, 0.028255999088287354, 0.027295999228954315, 0.02630399912595749, 0.026048000901937485, 0.025631999596953392, 0.025407999753952026, 0.02537599951028824, 0.025696000084280968]",64.0,104.415,0.0027061026424141,723.200605949387,0,675.1434209290892,5.2853567234651575e-06,1549942686.674364,60.19930035660703,63.0,,2.5291182100772858,45.080282958224416,2025-03-27T10:51:58.965470,rq2_bayes_opt,4,128,16,256
256,1,185,16.620248826727384,,100.0,63.0,0.0257439997047185,"[0.018239999189972878, 0.03030399978160858, 0.028543999418616295, 0.02707199938595295, 0.02611199952661991, 0.026335999369621277, 0.025631999596953392, 0.025119999423623085, 0.024768000468611717, 0.025312000885605812]",64.0,104.318,0.0026855625611968,695.2364509925246,0,663.1541370879859,5.245239377337566e-06,1561797167.0452497,16.620248826727384,63.0,,0.3838129341602325,49.611723981797695,2025-03-27T10:51:58.965470,rq2_bayes_opt,4,128,16,256
2,512,100,66.01781189116761,,100.0,63.0,0.0308032002300024,"[0.02284800074994564, 0.03481600061058998, 0.03276799991726875, 0.03171199932694435, 0.03129599988460541, 0.031007999554276466, 0.031039999797940254, 0.031168000772595406, 0.031168000772595406, 0.030208000913262367]",64.0,102.708,0.003163735089223,722.568258875981,0,802.2345611825585,6.179170096138841e-06,1325744375.4653895,66.01781189116761,63.0,,2.570518059656024,42.27657290175557,2025-03-27T10:51:58.965470,rq2_bayes_opt,4,128,16,256
512,1,165,31.113798087613965,,100.0,64.0,0.0260255999863147,"[0.01833599992096424, 0.031199999153614044, 0.028863999992609024, 0.027295999228954315, 0.02643200010061264, 0.026176000013947487, 0.025472000241279602, 0.025312000885605812, 0.025312000885605812, 0.025855999439954758]",64.0,103.863,0.0027030968913786,698.3242591377348,0,665.6026509590447,5.2794861159738505e-06,1551666169.78382,31.113798087613965,64.0,,0.3844429738819599,48.37666591629386,2025-03-27T10:51:58.965470,rq2_bayes_opt,4,128,16,256
256,4,135,66.4401629491118,,100.0,63.0,0.0673983994871378,"[0.060095999389886856, 0.07388799637556076, 0.0697920024394989, 0.06806399673223495, 0.06777600198984146, 0.06745599955320358, 0.0666240006685257, 0.06652799993753433, 0.06707199662923813, 0.06668800115585327]",64.0,102.367,0.0068993719602998,725.0053130555898,0,891.1654551047832,1.3475335859960617e-05,607925478.4543785,66.4401629491118,63.0,,2.6067690923810005,45.58256478048861,2025-03-27T10:51:58.965470,rq2_bayes_opt,4,128,16,256
8,32,150,16.655030155030154,,100.0,63.0,0.0202880000695586,"[0.012992000207304955, 0.02489599958062172, 0.02191999927163124, 0.022272000089287758, 0.02112000063061714, 0.019967999309301376, 0.019872000440955162, 0.019872000440955162, 0.019872000440955162, 0.020096000283956528]",64.0,111.362,0.0022593122637461,688.7121589388698,0,575.7363850716501,4.412719265129272e-06,1856451658.8979087,16.655030155030154,63.0,,0.3885019104927778,40.76522425748408,2025-03-27T10:51:58.965470,rq2_bayes_opt,4,128,16,256
32,8,100,16.662805214505,,100.0,63.0,0.0393567999824881,"[0.031072000041604042, 0.04505600035190582, 0.042367998510599136, 0.04057599976658821, 0.040192000567913055, 0.039712000638246536, 0.038943998515605927, 0.03872000053524971, 0.03836800158023834, 0.03855999931693077]",64.0,102.931,0.0040510347789974,724.8202979099005,0,771.3352800346911,7.91217730272947e-06,1035366080.2285106,16.662805214505,63.0,,2.7628890238702297,43.534081894904375,2025-03-27T10:51:58.965470,rq2_bayes_opt,4,128,16,256
256,2,135,33.23253274655496,,100.0,63.0,0.0392320003360509,"[0.03200000151991844, 0.04399999976158142, 0.04217600077390671, 0.04092799872159958, 0.03936000168323517, 0.0395519994199276, 0.03852799907326698, 0.03859199956059456, 0.03840000182390213, 0.038784001022577286]",64.0,103.034,0.0040422299226246,697.6936890278012,0,790.7588940579444,7.894980317626324e-06,1037621332.8500072,33.23253274655496,63.0,,0.3816629759967327,47.653538873419166,2025-03-27T10:51:58.965470,rq2_bayes_opt,4,128,16,256
512,2,100,63.0086284634294,,100.0,63.0,0.0403487998992204,"[0.03222399950027466, 0.045951999723911285, 0.04262400045990944, 0.04121600091457367, 0.04028800129890442, 0.040511999279260635, 0.040192000567913055, 0.03993599861860275, 0.04012800008058548, 0.04041599854826927]",64.0,102.338,0.0041292154840864,724.7016539331526,0,782.7978669665754,8.064873992356297e-06,1015762925.4671792,63.0086284634294,63.0,,2.623658860102296,40.96030327491462,2025-03-27T10:51:58.965470,rq2_bayes_opt,4,128,16,256
512,1,100,31.1256734355574,,100.0,63.0,0.026057600043714,"[0.01836800016462803, 0.03094400092959404, 0.028863999992609024, 0.027424000203609467, 0.026240000501275063, 0.026335999369621277, 0.025631999596953392, 0.02537599951028824, 0.025887999683618546, 0.02550400048494339]",64.0,101.525,0.002645497844438,687.1407530270517,0,664.6757060661912,5.166987977418103e-06,1585449789.2780986,31.1256734355574,63.0,,0.3872830420732498,0.466422876343131,2025-03-27T10:51:58.965470,rq2_bayes_opt,4,128,16,256
512,2,250,63.00827248813826,,100.0,63.0,0.0398944001644849,"[0.03203200176358223, 0.045504000037908554, 0.041600000113248825, 0.04095999896526337, 0.039744000881910324, 0.040383998304605484, 0.03999999910593033, 0.03932800143957138, 0.039872001856565475, 0.03951999917626381]",64.0,103.808,0.0041413578922748,721.8150009866804,0,784.8036868963391,8.088589633349329e-06,1012784721.606386,63.00827248813826,63.0,,2.58434796705842,47.08510614000261,2025-03-27T10:51:58.965470,rq2_bayes_opt,4,128,16,256
32,8,135,16.66356264214567,,100.0,63.0,0.0386399999260902,"[0.031199999153614044, 0.043327998369932175, 0.041120000183582306, 0.0395519994199276, 0.0395519994199276, 0.038975998759269714, 0.03827200084924698, 0.03788800165057182, 0.038336001336574554, 0.038176000118255615]",64.0,103.156,0.0039859478323757,695.6956989597529,0,784.3254120089114,7.785054360108916e-06,1052272678.0144656,16.66356264214567,63.0,,0.3921329043805599,48.65062609314919,2025-03-27T10:51:58.965470,rq2_bayes_opt,4,128,16,256
32,4,250,8.33198527360964,,100.0,63.0,0.0262208001688122,"[0.01865600049495697, 0.030592000111937523, 0.029055999591946602, 0.027936000376939774, 0.027008000761270523, 0.026016000658273697, 0.02582399919629097, 0.026464000344276428, 0.025312000885605812, 0.02534399926662445]",64.0,103.657,0.0027179694830985,727.0217139739543,0,682.2183630429208,5.308534146676902e-06,1543175530.8813684,8.33198527360964,63.0,,2.643838059157133,41.478287894278765,2025-03-27T10:51:58.965470,rq2_bayes_opt,4,128,16,256
128,4,135,33.28406564621966,,100.0,63.0,0.0644384004175663,"[0.0575999990105629, 0.06960000097751617, 0.06691200286149979, 0.06537599861621857, 0.06470400094985962, 0.06415999680757523, 0.06428799778223038, 0.0639680027961731, 0.06384000182151794, 0.06393600255250931]",64.0,102.928,0.0066325156781792,688.7750080786645,0,881.5520920325071,1.2954132183943876e-05,632385086.3706373,33.28406564621966,63.0,,0.3864129539579153,45.2654929831624,2025-03-27T10:51:58.965470,rq2_bayes_opt,4,128,16,256
64,1,100,4.166427551202592,,100.0,63.0,0.0200991998426616,"[0.012128000147640705, 0.024671999737620354, 0.021695999428629875, 0.021663999184966087, 0.02099199965596199, 0.020735999569296837, 0.020031999796628952, 0.01961600035429001, 0.019360000267624855, 0.020096000283956528]",64.0,101.811,0.0020463196351812,725.1380591187626,0,542.4546441063285,3.996718037463325e-06,2049681744.674532,4.166427551202592,63.0,,2.681298181414604,45.90361565351486,2025-03-27T10:51:58.965470,rq2_bayes_opt,4,128,16,256
512,2,135,62.96147395929789,,100.0,63.0,0.0395456001162528,"[0.03203200176358223, 0.04505600035190582, 0.0414079986512661, 0.04016000032424927, 0.039583999663591385, 0.03964800015091896, 0.03920000046491623, 0.03968000039458275, 0.03903999924659729, 0.03964800015091896]",64.0,102.76,0.0040637058679461,685.282682068646,0,791.658956091851,7.93692552333232e-06,1032137693.1051996,62.96147395929789,63.0,,0.3733029589056968,48.05518174543977,2025-03-27T10:51:58.965470,rq2_bayes_opt,4,128,16,256
64,1,150,4.166428607704222,,100.0,63.0,0.0195520001463592,"[0.012160000391304493, 0.024064000695943832, 0.021023999899625778, 0.020896000787615776, 0.020320000126957893, 0.020287999883294106, 0.019648000597953796, 0.019231999292969704, 0.018783999606966972, 0.0191040001809597]",64.0,102.749,0.0020089484630382,723.6427448224276,0,551.731436047703,3.923727466871605e-06,2087810651.7758472,4.166428607704222,63.0,,2.6566379237920046,42.028530267998576,2025-03-27T10:51:58.965470,rq2_bayes_opt,4,128,16,256
128,1,100,8.331918157968706,,100.0,63.0,0.0257088003680109,"[0.018400000408291817, 0.030208000913262367, 0.028991999104619026, 0.026976000517606735, 0.025760000571608543, 0.026208000257611275, 0.02518399991095066, 0.02502400055527687, 0.02505600079894066, 0.025280000641942024]",64.0,103.026,0.0026486748667147,686.9190488941967,0,668.8419240526855,5.173193099052151e-06,1583548080.101817,8.331918157968706,63.0,,0.38524204865098,48.66889794357121,2025-03-27T10:51:58.965470,rq2_bayes_opt,4,128,16,256
128,1,135,8.331866472649892,,100.0,63.0,0.0257216004654765,"[0.01820800080895424, 0.03017600066959858, 0.028224000707268715, 0.02675200067460537, 0.02627200074493885, 0.026048000901937485, 0.025119999423623085, 0.024927999824285507, 0.025472000241279602, 0.026016000658273697]",64.0,103.255,0.0026558838560627,720.3353389631957,0,666.3881461136043,5.187273156372611e-06,1579249781.734755,8.331866472649892,63.0,,6.219563074409962,45.27978296391666,2025-03-27T10:51:58.965470,rq2_bayes_opt,4,128,16,256
